MANDT,KUNNR,LAND1,NAME1,NAME2,ORT01,PSTLZ,REGIO,SORTL,STRAS,TELF1,TELFX,XCPDK,ADRNR,MCOD1,MCOD2,MCOD3,ANRED,AUFSD,BAHNE,BAHNS,BBBNR,BBSNR,BEGRU,BRSCH,BUBKZ,DATLT,ERDAT,ERNAM,EXABL,FAKSD,FISKN,KNAZK,KNRZA,KONZS,KTOKD,KUKLA,LIFNR,LIFSD,LOCCO,LOEVM,NAME3,NAME4,NIELS,ORT02,RPMKR,SPERR,SPRAS,STCD1,STCD2,STKZA,LZONE,XZEMP,VBUND,UMSAT,UMJAH,UWAER,STKZN,PFORT,WERKS,SPERZ,KDKG1,XKNZA,CONFS,UPDAT,UPTIM,NODEL,TS_ERDAT,TS_UPDAT,TS_UPTIM
"M1","K13237","Brasilien 3","ARCAM Corporation 15368",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13238","Brasilien 3","The Monster Maker 15154",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13249","Brasilien 3","CHOAM 17822",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13252","Brasilien 3","Clothes Over Bro's 22529",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13263","Brasilien 3","LexCorp 24889",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13264","Brasilien 3","Mammoth Studios 4820",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13266","Brasilien 3","Red Bedroom Records 8017",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13274","Brasilien 3","Parker Industries 1166",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13289","Brasilien 3","GothCorp 23074",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1329","Brasilien 3","Hooper's Store 13696",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13291","Brasilien 3","Alchemax 21339",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13292","Brasilien 3","Stagg Enterprises 7481",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13297","Brasilien 3","List of fictional brewers 2092",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13306","Brasilien 3","Acme Corporation 21147",,,,,,,,,,,,,,,,,,,,,,,,2004-09-05T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1331","Brasilien 3","L'Desh Fresh 1489",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13312","Brasilien 3","Adipose Industries 1927",,,,,,,,,,,,,,,,,,,,,,,,2004-09-09T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13313","Brasilien 3","Acme Corporation 2807",,,,,,,,,,,,,,,,,,,,,,,,2004-09-09T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13316","Brasilien 3","LexCorp 2258",,,,,,,,,,,,,,,,,,,,,,,,2004-09-09T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1332","Brasilien 3","World Company 11779",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1336","Brasilien 3","Megacorporation 15150",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13363","Brasilien 3","Sloane Curtis Advertising 4870",,,,,,,,,,,,,,,,,,,,,,,,2004-09-09T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13384","Brasilien 3","Hooper's Store 19339",,,,,,,,,,,,,,,,,,,,,,,,2004-09-09T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13393","Brasilien 3","Halo Corporation 18469",,,,,,,,,,,,,,,,,,,,,,,,2004-09-09T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K134","Belgien 11","Buy More 20244",,,,,,,,,,,,,,,,,,,,,,,,2004-01-03T22:00:00,"Rudolf F?rbers 101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1340","Brasilien 3","Stagg Enterprises 5020",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13403","Brasilien 3","Jabot Cosmetics 11667",,,,,,,,,,,,,,,,,,,,,,,,2004-09-09T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13408","Brasilien 3","Fantastic Four Incorporated 23935",,,,,,,,,,,,,,,,,,,,,,,,2004-09-09T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13422","Brasilien 3","Dream Park 22403",,,,,,,,,,,,,,,,,,,,,,,,2004-09-13T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13424","Brasilien 3","Daggett Industries 8556",,,,,,,,,,,,,,,,,,,,,,,,2004-09-13T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13427","Brasilien 3","Daedalus Research 13100",,,,,,,,,,,,,,,,,,,,,,,,2004-09-13T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1343","Brasilien 3","CHOAM 13147",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13430","Brasilien 3","Daggett Industries 2976",,,,,,,,,,,,,,,,,,,,,,,,2004-09-13T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13434","Brasilien 3","CHOAM 20370",,,,,,,,,,,,,,,,,,,,,,,,2004-09-13T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13440","Brasilien 3","Consumer Recreation Services 19453",,,,,,,,,,,,,,,,,,,,,,,,2004-09-13T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13446","Brasilien 3","CHOAM 22733",,,,,,,,,,,,,,,,,,,,,,,,2004-09-13T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13451","Brasilien 3","The Monster Maker 19924",,,,,,,,,,,,,,,,,,,,,,,,2004-09-13T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13452","Brasilien 3","Buy n Large 8027",,,,,,,,,,,,,,,,,,,,,,,,2004-09-13T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1346","Brasilien 3","GameCenter CX 22594",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13469","Brasilien 3","Parker Industries 16315",,,,,,,,,,,,,,,,,,,,,,,,2004-09-23T20:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1347","Brasilien 3","Alchemax 21871",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13470","Brasilien 3","Kitchen Table International 620",,,,,,,,,,,,,,,,,,,,,,,,2004-09-23T20:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13474","Brasilien 3","Wallenquist Organization 15051",,,,,,,,,,,,,,,,,,,,,,,,2004-09-24T20:00:00,"Magdalena Beeck 630",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13476","Brasilien 3","Oscorp 17296",,,,,,,,,,,,,,,,,,,,,,,,2004-09-25T20:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13479","Brasilien 3","Golden Goblin Press 16010",,,,,,,,,,,,,,,,,,,,,,,,2004-09-26T20:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13480","Brasilien 3","Vaillante 25067",,,,,,,,,,,,,,,,,,,,,,,,2004-09-26T20:00:00,"Anneliese Paeper 493",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13481","Brasilien 3","Daedalus Research 3085",,,,,,,,,,,,,,,,,,,,,,,,2004-09-27T20:00:00,"Martin Ried 473",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13483","Brasilien 3","Buy n Large 12804",,,,,,,,,,,,,,,,,,,,,,,,2004-09-27T20:00:00,"Lili Riedel 262",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13484","Brasilien 3","The Monster Maker 15429",,,,,,,,,,,,,,,,,,,,,,,,2004-09-27T20:00:00,"Lucas Assend 283",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1349","Brasilien 3","Wallenquist Organization 11262",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13494","Brasilien 3","World Company 1729",,,,,,,,,,,,,,,,,,,,,,,,2004-10-02T20:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K135","Belgien 11","Monsters 10334",,,,,,,,,,,,,,,,,,,,,,,,2004-01-03T22:00:00,"Rudolf F?rbers 101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13504","Brasilien 3","Acme Corporation 9904",,,,,,,,,,,,,,,,,,,,,,,,2004-10-07T20:00:00,"Carola Engbers 366",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13511","Brasilien 3","World Company 18978",,,,,,,,,,,,,,,,,,,,,,,,2004-10-08T20:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1352","Brasilien 3","Struan's 8004",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13521","Brasilien 3","Ace o' Clubs 6564",,,,,,,,,,,,,,,,,,,,,,,,2004-10-10T20:00:00,"Sina Fa?b?nder 229",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13523","Brasilien 3","BuyTigers.com 7377",,,,,,,,,,,,,,,,,,,,,,,,2004-10-11T20:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13543","Brasilien 3","Landau 23536",,,,,,,,,,,,,,,,,,,,,,,,2004-10-17T20:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13555","Brasilien 3","Phua Chu Kang Pte Ltd 14999",,,,,,,,,,,,,,,,,,,,,,,,2004-10-23T20:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13556","Brasilien 3","Vaillante 9721",,,,,,,,,,,,,,,,,,,,,,,,2004-10-23T20:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1358","Brasilien 3","Parker Industries 1613",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13580","Brasilien 3","Global Digital News 800",,,,,,,,,,,,,,,,,,,,,,,,2004-10-31T22:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13582","Brasilien 3","Nologo Corporation 13105",,,,,,,,,,,,,,,,,,,,,,,,2004-11-01T22:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13583","Brasilien 3","National Motors Corporation 20899",,,,,,,,,,,,,,,,,,,,,,,,2004-11-01T22:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13585","Brasilien 3","Management Corporation 19791",,,,,,,,,,,,,,,,,,,,,,,,2004-11-05T22:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13595","Belgien 11","Haly's Circus 1052",,,,,,,,,,,,,,,,,,,,,,,,2004-11-08T22:00:00,"Natalie Daidrich 611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13599","Brasilien 3","Monsters 15840",,,,,,,,,,,,,,,,,,,,,,,,2004-11-08T22:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1360","Brasilien 3","Adipose Industries 10120",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13601","Brasilien 3","Cross Technological Enterprises 18675",,,,,,,,,,,,,,,,,,,,,,,,2004-11-11T22:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13608","Brasilien 3","Alchemax 20078",,,,,,,,,,,,,,,,,,,,,,,,2004-11-14T22:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1361","Brasilien 3","The Monster Maker 10031",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13612","Brasilien 3","Halo Corporation 10029",,,,,,,,,,,,,,,,,,,,,,,,2004-11-15T22:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13613","Brasilien 3","Contoso 8774",,,,,,,,,,,,,,,,,,,,,,,,2004-11-18T22:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13617","Brasilien 3","World Company 8016",,,,,,,,,,,,,,,,,,,,,,,,2004-11-18T22:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1362","Brasilien 3","Haly's Circus 1833",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1363","Brasilien 3","Red Bedroom Records 6690",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13643","Brasilien 3","Megacorporation 19982",,,,,,,,,,,,,,,,,,,,,,,,2004-11-28T22:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13644","Brasilien 3","Ace Chemicals 13516",,,,,,,,,,,,,,,,,,,,,,,,2004-11-28T22:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1365","Brasilien 3","Golden Goblin Press 24102",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13651","Brasilien 3","Nologo Corporation 13457",,,,,,,,,,,,,,,,,,,,,,,,2004-12-03T22:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13654","Brasilien 3","National Motors Corporation 22550",,,,,,,,,,,,,,,,,,,,,,,,2004-12-04T22:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13659","Brasilien 3","L'Desh Fresh 10420",,,,,,,,,,,,,,,,,,,,,,,,2004-12-09T22:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1366","Brasilien 3","Queen Industries 4034",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13667","Brasilien 3","Buy More 17577",,,,,,,,,,,,,,,,,,,,,,,,2004-12-13T22:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1367","Brasilien 3","Crosstime Traffic 21158",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13674","Brasilien 3","Breakages 3002",,,,,,,,,,,,,,,,,,,,,,,,2004-12-17T22:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13676","Brasilien 3","Michael Scott Paper Company 8293",,,,,,,,,,,,,,,,,,,,,,,,2004-12-18T22:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13677","Brasilien 3","Kitchen Table International 10575",,,,,,,,,,,,,,,,,,,,,,,,2004-12-18T22:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13682","Brasilien 3","McMahon and Tate 20638",,,,,,,,,,,,,,,,,,,,,,,,2004-12-19T22:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13684","Belgien 11","Weyland-Yutani Corporation 10308",,,,,,,,,,,,,,,,,,,,,,,,2004-12-23T22:00:00,"Natalie Daidrich 611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13693","Brasilien 3","Bonsai Kitten 23608",,,,,,,,,,,,,,,,,,,,,,,,2004-12-25T22:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13697","Brasilien 3","Hooper's Store 22795",,,,,,,,,,,,,,,,,,,,,,,,2004-12-25T22:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13707","Brasilien 3","Acme Corporation 21147",,,,,,,,,,,,,,,,,,,,,,,,2004-12-30T22:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13708","Brasilien 3","Big Belly Burger 9661",,,,,,,,,,,,,,,,,,,,,,,,2004-12-30T22:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13714","Belgien 11","Santini Air 22318",,,,,,,,,,,,,,,,,,,,,,,,2005-01-01T22:00:00,"Natalie Daidrich 611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13717","Belgien 11","Halo Corporation 19726",,,,,,,,,,,,,,,,,,,,,,,,2005-01-02T22:00:00,"Natalie Daidrich 611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13721","Brasilien 3","Advanced Idea Mechanics 14369",,,,,,,,,,,,,,,,,,,,,,,,2005-01-03T22:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13722","Brasilien 3","CHOAM 7422",,,,,,,,,,,,,,,,,,,,,,,,2005-01-06T22:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13724","Belgien 11","Big Belly Burger 10275",,,,,,,,,,,,,,,,,,,,,,,,2005-01-07T22:00:00,"Helena Failenschmid 322",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13728","Brasilien 3","AmerTek 5512",,,,,,,,,,,,,,,,,,,,,,,,2005-01-08T22:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13729","Brasilien 3","Alchemax 17853",,,,,,,,,,,,,,,,,,,,,,,,2005-01-08T22:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1373","Brasilien 3","Bonsai Kitten 5358",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13732","Belgien 11","Jabot Cosmetics 12937",,,,,,,,,,,,,,,,,,,,,,,,2005-01-10T22:00:00,"Natalie Daidrich 611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13736","Belgien 11","Iceberg Lounge 14965",,,,,,,,,,,,,,,,,,,,,,,,2005-01-13T22:00:00,"Natalie Daidrich 611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1374","Brasilien 3","Acme Corporation 6114",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13740","Brasilien 3","Adipose Industries 19731",,,,,,,,,,,,,,,,,,,,,,,,2005-01-13T22:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13744","Brasilien 3","Yoyodyne 1229",,,,,,,,,,,,,,,,,,,,,,,,2005-01-15T22:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13761","Brasilien 3","McMahon and Tate 19666",,,,,,,,,,,,,,,,,,,,,,,,2005-01-21T22:00:00,"Lars P?bst 334",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13765","Brasilien 3","Yoyodyne 19030",,,,,,,,,,,,,,,,,,,,,,,,2005-01-23T22:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1377","Brasilien 3","Tyrell Corporation 18157",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13774","Brasilien 3","Wayne Enterprises 16227",,,,,,,,,,,,,,,,,,,,,,,,2005-01-24T22:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13776","Brasilien 3","Sloane Curtis Advertising 9938",,,,,,,,,,,,,,,,,,,,,,,,2005-01-27T22:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13780","Brasilien 3","GameCenter CX 6478",,,,,,,,,,,,,,,,,,,,,,,,2005-01-28T22:00:00,"Lars P?bst 334",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13781","Brasilien 3","Iceberg Lounge 11247",,,,,,,,,,,,,,,,,,,,,,,,2005-01-28T22:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13794","Belgien 11","Hooper's Store 14850",,,,,,,,,,,,,,,,,,,,,,,,2005-01-31T22:00:00,"Natalie Daidrich 611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K138","Belgien 11","Management Corporation 8883",,,,,,,,,,,,,,,,,,,,,,,,2004-01-03T22:00:00,"Rudolf F?rbers 101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13807","Brasilien 3","The Lightman Group 23510",,,,,,,,,,,,,,,,,,,,,,,,2005-02-04T22:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13809","Brasilien 3","Wayne Enterprises 330",,,,,,,,,,,,,,,,,,,,,,,,2005-02-05T22:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
